City_ID,City,Latitude,Longitude,Max Temperature (°C),Humidity (%),Cloudiness (%),Wind Speed (MPH),Country,Date
0,Mataura,-46.1927,168.8643,59.49,76,100,5.93,NZ,1669755426
1,Isangel,-19.55,169.2667,84.31,79,91,3.44,VU,1669755426
2,Punta Arenas,-53.15,-70.9167,48.31,57,75,27.63,CL,1669755426
3,Puerto Ayora,-0.7393,-90.3518,78.76,86,58,5.99,EC,1669755426
4,Batemans Bay,-35.7167,150.1833,62.1,67,40,3.67,AU,1669755426
5,Cidreira,-30.1811,-50.2056,71.82,85,15,15.19,BR,1669755426
6,Ushuaia,-54.8,-68.3,51.42,61,75,23.02,AR,1669755216
7,New Norfolk,-42.7826,147.0587,58.71,65,80,8.03,AU,1669755427
8,Aleppo Governorate,36.25,37.5,52.77,90,100,14.07,SY,1669755427
9,Bluff,-46.6,168.3333,59.81,74,100,11.1,NZ,1669755427
10,Butaritari,3.0707,172.7902,80.83,76,40,10.13,KI,1669755427
11,Yumen,40.2833,97.2,1.81,76,100,6.24,CN,1669755427
12,Broome,42.2506,-75.833,44.02,70,98,3.0,US,1669755428
13,Hobyo,5.3505,48.5268,79.59,72,29,15.88,SO,1669755428
14,Ukiah,39.1502,-123.2078,57.36,52,34,2.42,US,1669755428
15,Vaini,-21.2,-175.2,80.76,74,20,13.8,TO,1669755428
16,Wanxian,30.8039,108.3897,45.63,81,100,10.94,CN,1669755429
17,Arraial do Cabo,-22.9661,-42.0278,75.06,88,75,17.27,BR,1669755429
18,Yeppoon,-23.1333,150.7333,71.38,90,100,16.28,AU,1669755429
19,Ilulissat,69.2167,-51.1,9.43,81,19,4.59,GL,1669755429
20,Zhob,31.3411,69.4481,53.62,29,1,4.21,PK,1669755430
21,Laguna,38.421,-121.4238,59.31,41,0,1.01,US,1669755430
22,Rikitea,-23.1203,-134.9692,72.3,75,89,16.91,PF,1669755430
23,Moerai,-22.4333,-151.3333,74.59,77,48,15.57,PF,1669755430
24,Aswān,24.0934,32.907,70.9,35,0,0.0,EG,1669755431
25,Saskylakh,71.9167,114.0833,-29.25,100,88,6.82,RU,1669755431
26,Esperance,-33.8667,121.9,61.86,69,6,17.31,AU,1669755431
27,Berdigestyakh,62.0989,126.6992,-27.92,96,100,6.91,RU,1669755431
28,Vila Velha,-20.3297,-40.2925,75.15,94,100,8.05,BR,1669755220
29,Olafsvik,64.8945,-23.7142,42.13,89,100,22.06,IS,1669755431
30,Albany,42.6001,-73.9662,37.67,66,95,4.5,US,1669755432
31,Avarua,-21.2078,-159.775,80.65,74,20,14.97,CK,1669755432
32,Cardston,49.2,-113.3019,8.69,56,98,3.44,CA,1669755432
33,George Town,5.4112,100.3354,79.23,91,20,2.3,MY,1669755432
34,Kahului,20.8947,-156.47,80.83,86,87,4.0,US,1669755432
35,Inhambane,-23.865,35.3833,69.73,68,27,9.15,MZ,1669755433
36,Adeje,28.1227,-16.726,68.88,68,40,12.66,ES,1669755290
37,Monroe,43.1501,-77.6831,45.5,68,100,5.01,US,1669755433
38,Ribeira Grande,38.5167,-28.7,63.0,88,75,4.61,PT,1669755433
39,Mahébourg,-20.4081,57.7,73.69,78,40,3.44,MU,1669755433
40,Hermanus,-34.4187,19.2345,62.8,91,16,4.52,ZA,1669755433
41,Vao,-22.6667,167.4833,78.31,87,50,11.1,NC,1669755434
42,Taoudenni,22.6783,-3.9836,67.51,18,25,11.21,ML,1669755434
43,Diego de Almagro,-26.3667,-70.05,73.6,34,0,12.44,CL,1669755434
44,Kapaa,22.0752,-159.319,82.38,87,22,1.01,US,1669755434
45,Torbay,47.6666,-52.7314,34.75,74,75,18.41,CA,1669755434
46,Clyde River,70.4692,-68.5914,-23.57,76,0,2.3,CA,1669755434
47,Axum,14.1245,38.7244,61.29,39,88,6.73,ET,1669755435
48,Yellowknife,62.456,-114.3525,-19.68,69,40,5.75,CA,1669755435
49,Makakilo City,21.3469,-158.0858,84.43,60,90,1.23,US,1669755435
50,Port-Gentil,-0.7193,8.7815,76.96,94,75,1.14,GA,1669755435
51,Chokurdakh,70.6333,147.9167,-11.78,98,100,9.24,RU,1669755435
52,Sijunjung,-0.6876,100.9537,71.24,97,90,1.7,ID,1669755435
53,Santa Cruz de la Sierra,-17.8,-63.1667,98.06,34,75,18.41,BO,1669755436
54,Faanui,-16.4833,-151.75,79.32,76,16,12.66,PF,1669755436
55,Port Angeles,48.1181,-123.4307,38.08,86,100,0.0,US,1669755436
56,Provideniya,64.3833,-173.3,33.91,93,100,15.99,RU,1669755436
57,Busselton,-33.65,115.3333,69.84,48,77,13.67,AU,1669755436
58,Saint George,37.1041,-113.5841,50.95,23,0,3.0,US,1669755437
59,Agüimes,27.9054,-15.4461,66.83,68,75,18.41,ES,1669755437
60,Castro,-24.7911,-50.0119,62.56,89,88,7.0,BR,1669755437
61,Khatanga,71.9667,102.5,-1.86,91,94,10.07,RU,1669755437
62,Ribeira Brava,32.65,-17.0667,65.71,72,19,2.8,PT,1669755437
63,Upernavik,72.7868,-56.1549,4.28,93,100,14.65,GL,1669755438
64,Am Timan,11.0297,20.2827,76.42,23,3,7.52,TD,1669755438
65,Wattegama,6.7989,81.4808,69.75,91,89,3.53,LK,1669755438
66,Ponta do Sol,32.6667,-17.1,65.71,71,21,2.98,PT,1669755438
67,Carnarvon,-24.8667,113.6333,69.71,87,0,11.54,AU,1669755438
68,Hobart,-42.8794,147.3294,59.05,64,40,12.66,AU,1669755438
69,Comodoro Rivadavia,-45.8667,-67.5,55.26,50,20,12.66,AR,1669755380
70,Flinders,-34.5833,150.8552,64.18,78,15,5.99,AU,1669755439
71,Yangi Marg`ilon,40.4272,71.7189,43.52,93,100,4.61,UZ,1669755439
72,Thompson,55.7435,-97.8558,3.36,78,100,19.57,CA,1669755439
73,Alausí,-2.2,-78.8333,52.18,85,95,7.85,EC,1669755439
74,Khuzdar,27.7384,66.6434,56.3,25,0,4.18,PK,1669755440
75,Hamilton,39.1834,-84.5333,61.05,67,67,4.0,US,1669755275
76,Longyearbyen,78.2186,15.6401,42.64,75,75,14.97,SJ,1669755440
77,East London,-33.0153,27.9116,71.49,80,28,21.99,ZA,1669755440
78,Pevek,69.7008,170.3133,6.53,97,99,2.82,RU,1669755406
79,Atbasar,51.8,68.3333,1.8,84,100,8.97,KZ,1669755441
80,Hilo,19.7297,-155.09,80.11,85,100,5.99,US,1669755441
81,Jamestown,42.097,-79.2353,46.02,66,75,11.5,US,1669755441
82,Toora-Khem,52.4675,96.11,-8.43,98,100,0.56,RU,1669755441
83,Matara,5.9485,80.5353,74.77,90,57,5.48,LK,1669755441
84,Villa Carlos Paz,-31.4241,-64.4978,69.28,77,100,7.05,AR,1669755441
85,Tasiilaq,65.6145,-37.6368,35.1,95,100,36.78,GL,1669755442
86,Mwene-Ditu,-7.0,23.45,63.77,96,100,1.19,CD,1669755442
87,Dhārchula,29.85,80.5333,54.88,23,100,6.55,IN,1669755442
88,Dunedin,-45.8742,170.5036,57.79,84,100,10.0,NZ,1669755442
89,Caravelas,-17.7125,-39.2481,74.93,90,99,11.18,BR,1669755442
90,Cabo San Lucas,22.8909,-109.9124,83.61,63,6,1.99,MX,1669755442
91,Hasaki,35.7333,140.8333,61.29,84,95,5.64,JP,1669755443
92,Lebu,-37.6167,-73.65,60.13,85,99,13.85,CL,1669755443
93,Pathein,16.7833,94.7333,75.61,93,77,4.5,MM,1669755443
94,Port Alfred,-33.5906,26.891,71.82,82,53,15.75,ZA,1669755443
95,Mweka,-4.85,21.5667,66.4,100,100,1.52,CD,1669755444
96,Harper,4.375,-7.7169,78.06,83,22,4.05,LR,1669755444
97,Fortuna,40.5982,-124.1573,52.93,68,0,4.61,US,1669755444
98,Hithadhoo,-0.6,73.0833,81.28,73,99,7.94,MV,1669755444
99,Sakakah,29.9697,40.2064,54.97,87,87,4.92,SA,1669755272
100,Airai,-8.9266,125.4092,59.68,92,91,0.4,TL,1669755444
101,Anchorage,61.2181,-149.9003,12.65,79,13,3.0,US,1669755445
102,Losinyy,57.1386,61.0666,4.75,95,100,3.69,RU,1669755445
103,Cobija,-11.0267,-68.7692,95.18,46,20,6.91,BO,1669755179
104,Nouadhibou,20.931,-17.0347,69.78,56,0,10.36,MR,1669755445
105,Taunggyi,20.7833,97.0333,58.57,95,8,1.74,MM,1669755445
106,Fountain,38.6822,-104.7008,27.1,81,75,11.5,US,1669755446
107,Río Cuarto,-33.1307,-64.3499,65.98,83,86,12.82,AR,1669755446
108,Kaitangata,-46.2817,169.8464,54.77,93,100,6.89,NZ,1669755446
109,Cape Town,-33.9258,18.4232,65.88,88,0,5.75,ZA,1669755201
110,Lamesa,32.7376,-101.951,68.52,20,0,25.81,US,1669755446
111,Wenling,28.3669,121.36,48.88,89,100,23.87,CN,1669755447
112,Klaksvík,62.2266,-6.589,41.92,83,100,9.06,FO,1669755438
113,Pahrump,36.2083,-115.9839,56.5,27,2,3.0,US,1669755447
114,Saint-Augustin,51.226,-58.6502,11.91,76,5,14.99,CA,1669755447
115,Rūdbār,30.15,62.6,57.22,43,4,4.34,AF,1669755447
116,Norman Wells,65.282,-126.8329,-32.76,75,75,2.3,CA,1669755447
117,Blahodatne,50.6637,24.2492,34.56,85,100,7.34,UA,1669755448
118,Souillac,-20.5167,57.5167,73.78,78,40,3.44,MU,1669755448
119,Qaanaaq,77.484,-69.3632,-16.76,82,16,5.19,GL,1669755448
120,Acajutla,13.5928,-89.8275,82.69,72,14,4.83,SV,1669755448
121,Leningradskiy,69.3833,178.4167,20.86,80,100,9.89,RU,1669755448
122,Mar del Plata,-38.0023,-57.5575,74.08,87,75,17.27,AR,1669755362
123,Livingston,55.9029,-3.5226,39.85,97,59,2.3,GB,1669755449
124,Penzance,50.1186,-5.5371,48.88,77,97,14.83,GB,1669755449
125,Pangnirtung,66.1451,-65.7125,1.4,78,100,9.22,CA,1669755450
126,Ishigaki,24.3448,124.1572,75.33,100,75,4.61,JP,1669755450
127,Gōtsuchō,35.0,132.2167,52.93,80,100,15.01,JP,1669755450
128,Heilbronn,49.1403,9.22,45.68,89,100,3.33,DE,1669755269
129,Atuona,-9.8,-139.0333,77.76,73,25,15.9,PF,1669755450
130,Geraldton,-28.7667,114.6,70.21,83,100,8.05,AU,1669755450
131,Miandrivazo,-19.5167,45.4667,79.25,72,98,4.56,MG,1669755451
132,Port Hardy,50.6996,-127.4199,32.18,93,100,34.52,CA,1669755451
133,Darhan,49.4867,105.9228,-1.97,79,100,5.61,MN,1669755451
134,Bethel,41.3712,-73.414,41.36,67,93,3.2,US,1669755451
135,Alice Springs,-23.7,133.8833,53.15,76,0,0.0,AU,1669755451
136,Asău,46.4333,26.4,33.28,95,100,2.15,RO,1669755452
137,Umluj,25.0213,37.2685,75.74,61,7,7.11,SA,1669755452
138,Poum,-20.2333,164.0167,81.79,79,65,11.03,NC,1669755452
139,Glossop,53.4432,-1.949,40.12,91,46,2.68,GB,1669755452
140,Bredasdorp,-34.5322,20.0403,64.9,78,5,4.21,ZA,1669755452
141,Norden,53.6,7.2,42.94,97,100,8.63,DE,1669755453
142,Haines Junction,60.7522,-137.5108,1.35,55,33,4.61,CA,1669755453
143,Gushikawa,26.3544,127.8686,74.43,94,100,9.22,JP,1669755453
144,Porto-Novo,6.4965,2.6036,82.22,81,98,6.96,BJ,1669755453
145,Pacific Grove,36.6177,-121.9166,59.23,67,29,11.01,US,1669755453
146,Uvira,-3.4067,29.1458,71.83,86,100,1.92,CD,1669755454
147,Antalaha,-14.9003,50.2788,70.61,91,11,4.56,MG,1669755454
148,Sitka,57.0531,-135.33,23.49,43,71,10.38,US,1669755454
149,Ambulu,-8.345,113.6058,76.84,87,100,3.29,ID,1669755454
150,Voinka,45.8699,33.9914,43.12,67,100,19.75,UA,1669755454
151,Bourail,-21.5667,165.4833,83.53,65,80,4.0,NC,1669755455
152,Tura,25.5198,90.2201,61.74,86,0,3.49,IN,1669755455
153,Abapó,-18.8333,-63.4667,96.03,16,43,9.86,BO,1669755455
154,Palu,-0.8917,119.8707,74.66,95,99,2.66,ID,1669755455
155,Lata,40.1629,-8.3327,47.07,93,94,2.17,PT,1669755455
156,Bānka,24.8833,86.9167,64.18,61,0,3.74,IN,1669755455
157,Acaraú,-2.8856,-40.12,79.0,75,96,10.67,BR,1669755456
158,Puerto Ayacucho,5.6639,-67.6236,80.08,83,99,7.18,VE,1669755456
159,Clarence Town,-32.5833,151.7833,68.81,57,0,5.88,AU,1669755456
160,Laas,46.6166,10.7002,33.03,94,97,4.09,IT,1669755456
161,Phang Nga,8.4509,98.5298,75.24,94,57,3.09,TH,1669755456
162,Tromsø,69.6496,18.957,37.42,75,75,10.36,NO,1669755368
163,Sémbé,1.6481,14.5806,69.89,97,90,2.75,CG,1669755457
164,Pital,2.2665,-75.8044,79.32,64,62,5.19,CO,1669755457
165,Balaipungut,1.05,101.2833,73.02,98,77,1.59,ID,1669755457
166,Mackay,-21.15,149.2,75.69,93,100,3.71,AU,1669755457
167,Barrow,71.2906,-156.7887,8.4,73,100,11.56,US,1669755458
168,Honningsvåg,70.9821,25.9704,37.15,87,100,14.97,NO,1669755458
169,Saint-Philippe,-21.3585,55.7679,74.79,78,99,4.27,RE,1669755458
170,Hong Kong,22.2855,114.1577,76.17,89,1,8.01,HK,1669755458
171,Briançon,44.9,6.65,32.36,96,89,3.36,FR,1669755458
172,Winona,43.9666,-91.7668,33.98,95,100,17.27,US,1669755458
173,Aksu,41.1231,80.2644,14.95,16,2,3.09,CN,1669755459
174,Bolobo,-2.1667,16.2333,69.06,97,100,2.37,CD,1669755459
175,Srednekolymsk,67.45,153.6833,-15.05,97,100,11.54,RU,1669755459
176,Coyhaique,-45.5752,-72.0662,58.95,38,20,12.66,CL,1669755215
177,Nālūt,30.3333,10.85,51.12,56,1,9.15,LY,1669755460
178,Berlevåg,70.8578,29.0864,37.4,80,75,16.11,NO,1669755460
179,Vila,42.0304,-8.1588,41.88,91,80,3.44,PT,1669755460
180,Tifton,31.4505,-83.5085,74.55,51,0,8.52,US,1669755460
181,Te Anau,-45.4167,167.7167,53.53,83,99,1.45,NZ,1669755460
182,La Ronge,55.1001,-105.2842,1.65,66,75,13.8,CA,1669755461
183,Touros,-5.1989,-35.4608,78.42,75,63,10.71,BR,1669755461
184,Albacete,38.8333,-2.0,40.19,81,0,6.91,ES,1669755206
185,Mukhen,48.1,136.1,2.61,89,100,12.37,RU,1669755461
186,Nanortalik,60.1432,-45.2371,32.58,90,100,13.56,GL,1669755461
187,Kousséri,12.0769,15.0306,71.56,43,54,2.3,CM,1669755461
188,Itoman,26.1247,127.6694,75.22,88,100,19.57,JP,1669755462
189,Daru,-9.0763,143.2092,77.49,86,96,7.38,PG,1669755462
190,Richards Bay,-28.783,32.0377,64.98,79,0,5.55,ZA,1669755462
191,Emba,48.8264,58.1442,16.25,50,96,14.14,KZ,1669755462
192,Charters Towers,-20.1,146.2667,72.66,90,100,8.55,AU,1669755462
193,Santa Maria,-29.6842,-53.8069,85.3,48,20,18.41,BR,1669755372
194,Nikolskoye,59.7035,30.7861,28.29,92,100,5.1,RU,1669755463
195,Nebbi,2.4783,31.0889,67.46,83,100,4.74,UG,1669755463
196,College,64.8569,-147.8028,-3.1,81,99,2.33,US,1669755463
197,Mossamedes,-15.1961,12.1522,69.96,81,96,11.01,AO,1669755463
198,Saldanha,-33.0117,17.9442,64.45,96,1,1.52,ZA,1669755464
199,Oistins,13.0667,-59.5333,78.89,83,75,13.8,BB,1669755464
200,Yamada,39.4667,141.95,55.22,90,96,3.33,JP,1669755464
201,Bengkulu,-3.8004,102.2655,75.52,91,100,3.24,ID,1669755464
202,Deputatsky,69.3,139.9,-18.9,99,100,2.17,RU,1669755207
203,Saint Paul Harbor,57.79,-152.4072,28.56,67,6,10.6,US,1669755464
204,Hukuntsi,-24.0,21.75,80.38,30,5,16.87,BW,1669755465
205,San Quintín,30.4833,-115.95,62.96,58,0,14.16,MX,1669755465
206,Zherdevka,51.8486,41.4606,23.65,62,50,8.03,RU,1669755465
207,Setermoen,68.861,18.3486,24.76,86,78,6.91,NO,1669755229
208,Aripuanã,-9.1667,-60.6333,90.97,45,82,1.63,BR,1669755465
209,Kurchum,48.5722,83.6542,-20.54,87,13,3.24,KZ,1669755466
210,Shangzhi,45.2167,127.9667,-5.04,79,42,14.99,CN,1669755466
211,Chui,-33.6971,-53.4616,72.23,68,4,13.44,UY,1669755466
212,Sayyan,15.1718,44.3244,49.53,40,0,3.58,YE,1669755466
213,Guarujá,-23.9931,-46.2564,75.06,40,75,1.14,BR,1669755466
214,Acarí,-15.4311,-74.6158,72.84,75,83,8.84,PE,1669755467
215,Lüderitz,-26.6481,15.1594,62.28,85,12,6.89,NA,1669755467
216,Lompoc,34.6391,-120.4579,65.7,57,2,3.0,US,1669755467
217,Kings Mountain,35.2451,-81.3412,63.07,47,1,5.99,US,1669755467
218,Lagoa,39.05,-27.9833,62.29,83,100,11.83,PT,1669755467
219,Smidovich,48.6,133.8167,-0.11,76,90,19.24,RU,1669755468
220,Ancud,-41.8697,-73.8203,52.09,74,100,5.53,CL,1669755468
221,Huayang,34.4155,109.9939,11.25,30,29,0.94,CN,1669755468
222,Pamekasan,-7.1568,113.4746,78.96,84,100,7.34,ID,1669755468
223,Hervey Bay,-25.2986,152.8535,70.88,92,100,23.31,AU,1669755468
224,Trujillo,-8.116,-79.03,71.56,78,75,9.22,PE,1669755359
225,Kletskaya,49.3145,43.0584,26.11,48,8,11.41,RU,1669755469
226,Broken Hill,-31.95,141.4333,59.9,50,8,13.89,AU,1669755469
227,Lavrentiya,65.5833,-171.0,27.34,97,100,10.47,RU,1669755469
228,Camocim,-2.9022,-40.8411,79.57,75,97,10.51,BR,1669755469
229,Dikson,73.5069,80.5464,13.01,95,100,6.53,RU,1669755469
230,Mount Gambier,-37.8333,140.7667,54.82,79,71,3.13,AU,1669755470
231,Mokrousovo,55.8103,66.7653,0.39,86,90,5.68,RU,1669755470
232,Normandin,48.8333,-72.5321,19.71,73,65,6.91,CA,1669755470
233,Sistranda,63.7256,8.834,40.96,68,100,8.59,NO,1669755470
234,Razdolinsk,58.4211,94.6658,-21.64,100,95,2.42,RU,1669755470
235,Rusape,-18.5278,32.1284,57.87,95,100,5.39,ZW,1669755470
236,Emerald,-23.5333,148.1667,67.33,97,100,10.78,AU,1669755471
237,La Providencia,28.7167,-111.5833,77.2,56,0,8.79,MX,1669755471
238,Kavaratti,10.5669,72.642,81.3,70,82,0.18,IN,1669755471
239,Eyemouth,55.8713,-2.0901,41.49,85,39,4.9,GB,1669755471
240,Tuktoyaktuk,69.4541,-133.0374,-0.4,85,100,14.97,CA,1669755472
241,Vlorë,40.4667,19.4897,52.92,58,100,8.46,AL,1669755472
242,Benguela,-12.5763,13.4055,76.68,82,99,6.64,AO,1669755472
243,Tezu,27.9167,96.1667,63.27,47,2,4.41,IN,1669755472
244,Zhanakorgan,43.9098,67.2495,38.59,65,100,5.77,KZ,1669755473
245,Mil'kovo,54.7167,158.6167,-2.02,96,94,3.31,RU,1669755473
246,Cocachacra,-17.0883,-71.7575,68.4,81,99,5.75,PE,1669755473
247,Yeniseysk,58.4497,92.1703,-16.35,99,86,2.44,RU,1669755473
248,Bucerías,20.75,-105.3333,83.7,47,21,6.62,MX,1669755473
249,Prescott,34.54,-112.4685,52.95,44,0,1.99,US,1669755474
250,Bambous Virieux,-20.3428,57.7575,73.65,78,40,3.44,MU,1669755474
251,Brownsville,25.9018,-97.4975,88.09,70,13,20.74,US,1669755474
252,Guerrero Negro,27.9769,-114.0611,65.68,54,0,15.46,MX,1669755474
253,Korla,41.7597,86.1469,14.36,34,0,4.03,CN,1669755474
254,Talaya,61.3833,152.75,-30.08,100,96,1.16,RU,1669755475
255,Sokolac,43.9397,18.8017,31.17,91,100,2.59,BA,1669755475
256,Ocean City,39.2776,-74.5746,48.29,63,100,3.0,US,1669755475
257,Yerbogachën,61.2767,108.0108,-13.63,98,100,4.56,RU,1669755476
258,Dvinskoy Bereznik,62.8551,42.7072,9.97,98,79,2.21,RU,1669755476
259,Luau,-10.7073,22.2247,61.38,96,96,3.49,AO,1669755476
260,Katobu,-4.9408,122.5276,75.18,94,100,3.27,ID,1669755476
261,Ucluelet,48.9329,-125.5528,34.09,91,100,3.0,CA,1669755476
262,Soyo,-6.1349,12.3689,76.8,87,100,7.85,AO,1669755477
263,Zyryanka,65.75,150.85,-19.61,98,100,6.35,RU,1669755477
264,Tutin,42.9903,20.3314,34.72,92,100,3.24,RS,1669755477
265,Vardø,70.3705,31.1107,35.58,80,100,16.11,NO,1669755477
266,Suclayin,15.7568,121.5503,75.81,94,80,1.79,PH,1669755477
267,Mitú,1.1983,-70.1733,76.91,94,88,4.85,CO,1669755478
268,Jāwā,31.8525,35.9393,50.31,100,20,4.61,JO,1669755478
269,Canutama,-6.5339,-64.3831,84.78,68,100,2.84,BR,1669755478
270,Mehrān,33.1222,46.1646,72.63,38,100,9.01,IR,1669755478
271,Yerköy,39.6381,34.4672,47.39,69,69,2.73,TR,1669755478
272,Gwadar,25.1216,62.3254,75.11,50,0,7.0,PK,1669755478
273,Limenaria,40.6261,24.5786,52.95,73,100,14.9,GR,1669755479
274,Dubbo,-32.25,148.6167,60.93,67,1,17.27,AU,1669755479
275,Tiksi,71.6872,128.8694,-30.32,100,57,3.71,RU,1669755479
276,Mimoso do Sul,-21.0642,-41.3664,73.08,96,74,6.4,BR,1669755479
277,Valley,45.1277,-116.1262,13.6,82,100,8.39,US,1669755479
278,Bairiki Village,1.3292,172.9752,80.6,83,75,5.75,KI,1669755479
279,Tuatapere,-46.1333,167.6833,55.8,81,78,6.24,NZ,1669755479
